61.069	46.504
60.8079	46.3616
61.6368	46.3365
61.7515	46.3078
61.7931	46.3078
61.7967	46.0619
61.1092	45.7165
60.8641	45.2824
60.8528	45.0995
60.9084	45.0873
60.8587	44.9972
60.6669	44.6902
60.273	44.5839
60.6569	44.971
59.8961	45.2661
59.9533	45.3402
60.1614	45.5079
59.4978	45.5538
59.37	45.1655
59.6067	45.349
59.4015	45.4314
59.183	45.3232
59.3521	44.7164
59.6697	44.8307
59.5034	44.7764
59.2168	44.6246
59.1489	44.9802
59.6356	45.5965
60.3196	46.0069
60.1618	45.7191
60.0851	45.8385
60.3099	46.1438
59.9858	46.1571
59.3137	45.5209
58.7121	45.0453
59.1933	44.9149
59.5129	45.1745
59.0235	44.9087
58.8457	44.7428
58.0619	44.383
57.7388	44.2477
56.7719	43.4368
57.1507	43.7903
57.6342	44.0696
58.0967	44.3825
57.859	43.9792
57.4762	43.6849
57.9371	44.1964
57.9627	43.9878
58.3776	43.804
58.4067	43.6882
58.9099	43.9298
58.337	43.5936
58.263	43.4604
58.8318	43.5856
59.2174	43.8485
59.1327	43.9714
58.954	43.7734
59.1128	43.9304
58.2437	43.7659
57.9344	43.4486
57.2847	42.9614
57.2323	42.8803
57.636	43.0956
57.5228	43.1076
57.4247	42.9858
57.0233	42.7718
56.9364	42.5057
57.0241	42.6635
56.3779	42.2813
55.9606	41.9558
56.1396	42.1089
56.5553	42.108
55.894	41.7337
56.4369	41.9574
56.9201	42.5158
57.3896	42.7961
56.9552	42.7592
56.7556	42.5869
56.6019	42.7765
56.2945	42.2631
56.2505	42.2777
55.9793	41.9226
56.1753	41.85
56.4165	41.8427
56.2307	41.7668
56.0794	41.6885
55.8453	41.1505
56.3131	41.4616
56.9707	41.9766
56.9838	41.7464
56.9518	41.6954
57.0927	41.6249
57.5714	41.9189
58.5382	42.5639
58.0824	42.4114
57.1161	41.6663
57.164	41.7286
56.5258	41.4321
56.2603	41.2889
56.7383	41.7009
57.4683	42.1198
57.1602	42.0884
56.4988	41.7891
56.5552	41.9207
56.2743	41.6538
56.0701	41.7935
56.756	42.1539
56.7106	42.1452
56.5168	41.9482
56.6876	42.1626
56.5373	41.9354
56.6876	41.873
56.6152	42.0212
56.6747	42.1185
56.5878	42.0915
56.9857	42.171
57.002	42.1675
56.9096	42.9183
57.0303	43.1623
57.4437	43.3374
57.7408	43.5681
57.9585	43.7621
58.5786	44.3173
60	45.1365
60.1482	45.1529
59.6564	45.1429
59.0014	44.5226
58.8843	44.5115
59.5415	45.2443
59.0855	45.3527
