72.9299	52.5129
75.9507	53.683
76.6041	53.7724
76.4275	53.6974
76.523	53.2482
76.565	52.9166
78.6678	54.2761
78.4862	54.2819
79.4614	54.2177
83.5913	57.7807
80.5714	56.6168
77.7965	54.7323
81.8394	57.1544
78.9969	55.8716
77.3674	54.9953
75.1723	53.706
76.3264	54.3829
77.9273	55.5671
79.2593	56.4445
76.4609	55.6039
77.3409	56.2889
76.8614	55.5277
78.6805	56.5599
79.0689	57.0195
79.1144	56.6438
79.4951	57.0798
77.7792	56.2273
76.245	55.4913
77.8503	56.1164
75.4575	55.1268
76.3657	55.4903
77.1326	56.0353
76.3928	55.4214
76.3929	55.7165
75.0903	55.5319
75.8994	56.0143
74.0536	54.822
73.6256	54.728
73.8242	54.9165
73.1854	54.5102
72.3775	53.9366
71.0928	53.6307
70.3067	52.9577
70.1542	52.8787
70.5408	52.8396
71.0256	53.1112
68.5598	52.7992
68.4026	52.5406
68.8086	52.6341
67.7764	51.7338
67.6409	51.7172
68.9328	52.0365
68.4346	51.6995
67.7807	51.1746
68.7549	52.0831
67.6076	51.9299
67.8552	52.313
67.141	51.5597
68.6753	52.5764
68.8901	52.4757
68.5215	52.0364
67.796	51.8477
67.4662	51.5876
67.125	51.6823
66.3456	51.5546
65.7662	51.3758
66.4954	51.679
66.0452	51.4451
68.2724	52.7811
65.6474	51.3794
66.0364	52.0217
65.0254	51.3588
66.2198	52.0064
66.6295	52.5511
66.4559	52.5842
65.1618	51.6993
65.1133	51.8583
64.3334	51.3558
66.1718	51.9687
65.8918	51.3216
66.1928	51.4919
66.3277	51.2302
66.2428	51.22
64.9607	50.5649
64.9306	50.4472
64.8895	50.2669
64.5138	50.0573
65.0641	50.1844
66.211	50.6316
66.3775	50.6737
67.0475	51.0799
67.0493	50.845
65.8949	50.2133
65.2062	50.2514
66.0413	50.6918
66.0825	50.5488
65.9962	50.5021
66.6156	50.9177
66.7491	51.008
66.8529	51.1147
65.7894	50.783
65.2089	51.0042
64.6797	50.8448
63.7402	50.0905
64.7077	50.8069
66.0306	51.4217
65.9156	51.2962
65.8618	50.8114
65.4398	50.6304
64.1509	49.9929
64.1743	50.2343
63.7162	49.8289
64.3212	50.3572
65.5287	50.3331
65.0588	49.9914
64.8095	49.9649
64.2575	49.3946
64.1755	49.5564
64.0165	49.5101
63.6844	49.3984
64.2676	49.9399
64.6304	49.7195
64.05	49.4786
64.2488	49.388
64.2024	49.0619
63.9029	48.9865
63.8531	48.851
63.5773	49.14
63.1697	48.9915
63.1154	48.7717
62.9891	48.4234
63.4183	48.548
63.7373	48.8371
64.627	49.2209
64.9184	49.3376
65.7408	49.6869
65.9467	50.0127
66.1125	50.3753
67.0512	50.885
65.9553	50.556
66.8816	50.9807
66.742	50.7891
66.3941	50.83
65.5627	50.3476
65.0799	49.4566
64.7848	49.2099
64.8137	49.62
64.9497	49.6975
64.3364	49.6193
64.2076	49.6463
63.9514	49.6633
63.9943	49.6773
63.5487	49.6009
63.9391	49.7813
64.2078	49.7311
64.7684	50.2081
64.814	50.1928
64.9459	50.295
64.738	50.1651
65.081	50.0277
64.9072	49.7526
65.2535	49.8423
65.2566	49.7193
65.8684	50.2505
64.7644	50.0807
64.8306	50.2329
64.3804	50.1522
63.973	49.7573
64.1617	49.5228
65.0539	49.6746
64.8102	49.515
64.9737	49.4097
65.217	49.347
64.994	49.3838
64.9173	49.3705
64.7513	48.9798
64.4424	48.9089
63.7942	48.9445
63.8642	48.8482
64.1506	48.6505
63.6921	48.2187
63.9509	48.3744
63.1581	48.2307
63.396	48.1659
62.5477	47.75
62.4323	47.4193
62.4583	47.3348
62.39	47.3117
62.3031	46.9787
62.3884	47.0075
62.1946	47.0494
62.5892	47.33
63.3465	47.6433
62.9934	47.7404
63.151	47.9288
62.89	48.1068
62.5841	47.7595
62.4194	47.3879
62.4499	47.1605
62.2349	46.6354
62.048	46.5337
62.2597	46.6295
63.0399	47.1644
62.9037	46.9641
63.2174	47.2442
63.2025	47.2224
63.4166	47.4072
63.5043	47.487
63.9074	47.742
63.7364	47.689
63.8928	47.6314
63.4161	47.3502
65.2167	48.3337
65.8591	48.54
65.5548	48.5304
64.5463	47.9577
64.9154	48.3361
65.1023	48.0389
64.358	47.8854
63.6282	47.5156
64.0087	47.6326
64.6279	47.777
64.6174	47.9749
64.9153	48.1853
64.9449	48.3293
65.2382	48.5439
63.6807	47.4839
64.1528	48.2316
63.9242	48.0092
63.8741	48.1378
63.9114	48.0971
63.3901	47.9647
63.3028	47.9857
61.5804	46.9291
